,id,name,type,variable,year,PopDensity,Area_1,Area_2
860697,0500000US35055,"Taos County, New Mexico",county,density,2018,14.927999999999999,Taos County,New Mexico
860700,0500000US35007,"Colfax County, New Mexico",county,density,2018,3.287,Colfax County,New Mexico
860703,0500000US35015,"Eddy County, New Mexico",county,density,2018,13.755,Eddy County,New Mexico
860706,0500000US35033,"Mora County, New Mexico",county,density,2018,2.363,Mora County,New Mexico
860709,0500000US35037,"Quay County, New Mexico",county,density,2018,2.9130000000000003,Quay County,New Mexico
860712,0500000US35027,"Lincoln County, New Mexico",county,density,2018,4.033,Lincoln County,New Mexico
860715,0500000US35025,"Lea County, New Mexico",county,density,2018,15.970999999999998,Lea County,New Mexico
860718,0500000US35049,"Santa Fe County, New Mexico",county,density,2018,77.991,Santa Fe County,New Mexico
860721,0500000US35051,"Sierra County, New Mexico",county,density,2018,2.665,Sierra County,New Mexico
860724,0500000US35053,"Socorro County, New Mexico",county,density,2018,2.5580000000000003,Socorro County,New Mexico
860727,0500000US35013,"Do�a Ana County, New Mexico",county,density,2018,56.556000000000004,Do�a Ana County,New Mexico
860730,0500000US36095,"Schoharie County, New York",county,density,2018,50.43899999999999,Schoharie County,New York
860733,0500000US36067,"Onondaga County, New York",county,density,2018,596.413,Onondaga County,New York
860736,0500000US36019,"Clinton County, New York",county,density,2018,77.847,Clinton County,New York
860739,0500000US36099,"Seneca County, New York",county,density,2018,106.92399999999999,Seneca County,New York
860742,0500000US36079,"Putnam County, New York",county,density,2018,430.156,Putnam County,New York
860745,0500000US36033,"Franklin County, New York",county,density,2018,31.116,Franklin County,New York
860748,0500000US36069,"Ontario County, New York",county,density,2018,169.97,Ontario County,New York
860751,0500000US36081,"Queens County, New York",county,density,2018,21178.179,Queens County,New York
860754,0500000US36101,"Steuben County, New York",county,density,2018,69.704,Steuben County,New York
860757,0500000US36041,"Hamilton County, New York",county,density,2018,2.6639999999999997,Hamilton County,New York
860760,0500000US36115,"Washington County, New York",county,density,2018,74.385,Washington County,New York
860763,0500000US36013,"Chautauqua County, New York",county,density,2018,122.291,Chautauqua County,New York
860766,0500000US36047,"Kings County, New York",county,density,2018,36725.53,Kings County,New York
860769,0500000US36061,"New York County, New York",county,density,2018,71510.017,New York County,New York
860772,0500000US36107,"Tioga County, New York",county,density,2018,94.572,Tioga County,New York
860775,0500000US36011,"Cayuga County, New York",county,density,2018,112.594,Cayuga County,New York
860778,0500000US36073,"Orleans County, New York",county,density,2018,105.23700000000001,Orleans County,New York
860781,0500000US36091,"Saratoga County, New York",county,density,2018,280.718,Saratoga County,New York
860784,0500000US36087,"Rockland County, New York",county,density,2018,1865.086,Rockland County,New York
860787,0500000US36021,"Columbia County, New York",county,density,2018,95.98,Columbia County,New York
860790,0500000US36049,"Lewis County, New York",county,density,2018,20.961,Lewis County,New York
860793,0500000US36063,"Niagara County, New York",county,density,2018,405.284,Niagara County,New York
860796,0500000US36119,"Westchester County, New York",county,density,2018,2250.456,Westchester County,New York
860799,0500000US36025,"Delaware County, New York",county,density,2018,31.545,Delaware County,New York
860802,0500000US36031,"Essex County, New York",county,density,2018,21.04,Essex County,New York
860805,0500000US36057,"Montgomery County, New York",county,density,2018,122.632,Montgomery County,New York
860808,0500000US36059,"Nassau County, New York",county,density,2018,4764.621,Nassau County,New York
860811,0500000US36085,"Richmond County, New York",county,density,2018,8122.291,Richmond County,New York
860814,0500000US36097,"Schuyler County, New York",county,density,2018,54.798,Schuyler County,New York
860817,0500000US36109,"Tompkins County, New York",county,density,2018,216.923,Tompkins County,New York
860820,0500000US36017,"Chenango County, New York",county,density,2018,54.108000000000004,Chenango County,New York
860823,0500000US36023,"Cortland County, New York",county,density,2018,96.485,Cortland County,New York
860826,0500000US36045,"Jefferson County, New York",county,density,2018,90.21700000000001,Jefferson County,New York
860829,0500000US36065,"Oneida County, New York",county,density,2018,190.347,Oneida County,New York
860832,0500000US36103,"Suffolk County, New York",county,density,2018,1631.379,Suffolk County,New York
860835,0500000US36121,"Wyoming County, New York",county,density,2018,68.436,Wyoming County,New York
860838,0500000US36015,"Chemung County, New York",county,density,2018,210.482,Chemung County,New York
860841,0500000US36075,"Oswego County, New York",county,density,2018,125.155,Oswego County,New York
860844,0500000US36077,"Otsego County, New York",county,density,2018,60.141999999999996,Otsego County,New York
860847,0500000US36117,"Wayne County, New York",county,density,2018,150.467,Wayne County,New York
860850,0500000US36001,"Albany County, New York",county,density,2018,588.033,Albany County,New York
860853,0500000US36007,"Broome County, New York",county,density,2018,275.448,Broome County,New York
860856,0500000US36029,"Erie County, New York",county,density,2018,882.202,Erie County,New York
860859,0500000US36053,"Madison County, New York",county,density,2018,108.971,Madison County,New York
860862,0500000US36105,"Sullivan County, New York",county,density,2018,77.687,Sullivan County,New York
860865,0500000US37121,"Mitchell County, North Carolina",county,density,2018,67.92399999999999,Mitchell County,North Carolina
860868,0500000US36037,"Genesee County, New York",county,density,2018,117.89,Genesee County,New York
860871,0500000US36071,"Orange County, New York",county,density,2018,465.977,Orange County,New York
860874,0500000US37079,"Greene County, North Carolina",county,density,2018,78.999,Greene County,North Carolina
860877,0500000US37041,"Chowan County, North Carolina",county,density,2018,82.361,Chowan County,North Carolina
860880,0500000US37027,"Caldwell County, North Carolina",county,density,2018,173.42,Caldwell County,North Carolina
860883,0500000US37035,"Catawba County, North Carolina",county,density,2018,393.079,Catawba County,North Carolina
860886,0500000US37049,"Craven County, North Carolina",county,density,2018,145.399,Craven County,North Carolina
860889,0500000US37065,"Edgecombe County, North Carolina",county,density,2018,105.538,Edgecombe County,North Carolina
860892,0500000US37085,"Harnett County, North Carolina",county,density,2018,219.09900000000002,Harnett County,North Carolina
860895,0500000US37089,"Henderson County, North Carolina",county,density,2018,304.569,Henderson County,North Carolina
860898,0500000US37095,"Hyde County, North Carolina",county,density,2018,8.802,Hyde County,North Carolina
860901,0500000US37119,"Mecklenburg County, North Carolina",county,density,2018,2012.655,Mecklenburg County,North Carolina
860904,0500000US37131,"Northampton County, North Carolina",county,density,2018,37.619,Northampton County,North Carolina
860907,0500000US37159,"Rowan County, North Carolina",county,density,2018,273.0,Rowan County,North Carolina
860910,0500000US37181,"Vance County, North Carolina",county,density,2018,175.459,Vance County,North Carolina
860913,0500000US37053,"Currituck County, North Carolina",county,density,2018,98.514,Currituck County,North Carolina
860916,0500000US37179,"Union County, North Carolina",county,density,2018,358.965,Union County,North Carolina
860919,0500000US37067,"Forsyth County, North Carolina",county,density,2018,910.3889999999999,Forsyth County,North Carolina
860922,0500000US37127,"Nash County, North Carolina",county,density,2018,173.949,Nash County,North Carolina
860925,0500000US37017,"Bladen County, North Carolina",county,density,2018,38.633,Bladen County,North Carolina
860928,0500000US37055,"Dare County, North Carolina",county,density,2018,93.21600000000001,Dare County,North Carolina
860931,0500000US37185,"Warren County, North Carolina",county,density,2018,46.756,Warren County,North Carolina
860934,0500000US37195,"Wilson County, North Carolina",county,density,2018,220.917,Wilson County,North Carolina
860937,0500000US37015,"Bertie County, North Carolina",county,density,2018,28.092,Bertie County,North Carolina
860940,0500000US37073,"Gates County, North Carolina",county,density,2018,33.964,Gates County,North Carolina
860943,0500000US37075,"Graham County, North Carolina",county,density,2018,29.296999999999997,Graham County,North Carolina
860946,0500000US37117,"Martin County, North Carolina",county,density,2018,49.985,Martin County,North Carolina
860949,0500000US37115,"Madison County, North Carolina",county,density,2018,47.611999999999995,Madison County,North Carolina
860952,0500000US37137,"Pamlico County, North Carolina",county,density,2018,37.861999999999995,Pamlico County,North Carolina
860955,0500000US37143,"Perquimans County, North Carolina",county,density,2018,54.47,Perquimans County,North Carolina
860958,0500000US37149,"Polk County, North Carolina",county,density,2018,86.03399999999999,Polk County,North Carolina
860961,0500000US37151,"Randolph County, North Carolina",county,density,2018,182.69,Randolph County,North Carolina
860964,0500000US37157,"Rockingham County, North Carolina",county,density,2018,161.382,Rockingham County,North Carolina
860967,0500000US37169,"Stokes County, North Carolina",county,density,2018,102.271,Stokes County,North Carolina
860970,0500000US37187,"Washington County, North Carolina",county,density,2018,34.918,Washington County,North Carolina
860973,0500000US37029,"Camden County, North Carolina",county,density,2018,43.428000000000004,Camden County,North Carolina
860976,0500000US37043,"Clay County, North Carolina",county,density,2018,50.351000000000006,Clay County,North Carolina
860979,0500000US37051,"Cumberland County, North Carolina",county,density,2018,509.119,Cumberland County,North Carolina
860982,0500000US37071,"Gaston County, North Carolina",county,density,2018,608.3380000000001,Gaston County,North Carolina
860985,0500000US37081,"Guilford County, North Carolina",county,density,2018,810.8710000000001,Guilford County,North Carolina
860988,0500000US37099,"Jackson County, North Carolina",county,density,2018,86.104,Jackson County,North Carolina
860991,0500000US37125,"Moore County, North Carolina",county,density,2018,137.035,Moore County,North Carolina
860994,0500000US37155,"Robeson County, North Carolina",county,density,2018,140.58100000000002,Robeson County,North Carolina
860997,0500000US37167,"Stanly County, North Carolina",county,density,2018,154.685,Stanly County,North Carolina
861000,0500000US37183,"Wake County, North Carolina",county,density,2018,1253.035,Wake County,North Carolina
861003,0500000US37199,"Yancey County, North Carolina",county,density,2018,56.516999999999996,Yancey County,North Carolina
861006,0500000US37037,"Chatham County, North Carolina",county,density,2018,102.305,Chatham County,North Carolina
861009,0500000US37111,"McDowell County, North Carolina",county,density,2018,102.37899999999999,McDowell County,North Carolina
861012,0500000US37101,"Johnston County, North Carolina",county,density,2018,241.593,Johnston County,North Carolina
861015,0500000US37103,"Jones County, North Carolina",county,density,2018,20.596999999999998,Jones County,North Carolina
861018,0500000US37145,"Person County, North Carolina",county,density,2018,100.186,Person County,North Carolina
861021,0500000US37019,"Brunswick County, North Carolina",county,density,2018,149.78,Brunswick County,North Carolina
861024,0500000US37009,"Ashe County, North Carolina",county,density,2018,62.858000000000004,Ashe County,North Carolina
861027,0500000US37013,"Beaufort County, North Carolina",county,density,2018,57.111999999999995,Beaufort County,North Carolina
861030,0500000US37107,"Lenoir County, North Carolina",county,density,2018,142.856,Lenoir County,North Carolina
861033,0500000US37161,"Rutherford County, North Carolina",county,density,2018,117.93299999999999,Rutherford County,North Carolina
861036,0500000US37109,"Lincoln County, North Carolina",county,density,2018,273.349,Lincoln County,North Carolina
861039,0500000US37133,"Onslow County, North Carolina",county,density,2018,254.23,Onslow County,North Carolina
861042,0500000US37135,"Orange County, North Carolina",county,density,2018,359.17900000000003,Orange County,North Carolina
861045,0500000US37163,"Sampson County, North Carolina",county,density,2018,67.279,Sampson County,North Carolina
861048,0500000US37197,"Yadkin County, North Carolina",county,density,2018,112.49,Yadkin County,North Carolina
861051,0500000US37011,"Avery County, North Carolina",county,density,2018,70.829,Avery County,North Carolina
861054,0500000US37023,"Burke County, North Carolina",county,density,2018,176.912,Burke County,North Carolina
861057,0500000US37033,"Caswell County, North Carolina",county,density,2018,53.53,Caswell County,North Carolina
861060,0500000US37059,"Davie County, North Carolina",county,density,2018,158.993,Davie County,North Carolina
861063,0500000US37061,"Duplin County, North Carolina",county,density,2018,72.36,Duplin County,North Carolina
861066,0500000US37063,"Durham County, North Carolina",county,density,2018,1071.62,Durham County,North Carolina
